text,label,cleaned,stemmed
رفتم یه پلیلیست مثلن شاخ اسپاتیفای و گوش دادم، بد نبود! ولی آهنگاش حس تکراری میدادن! الان یادگاری سیاوش پلی کردم! واقعن تکراری نمیشه...,OTHER, رفتم پلیلیست مثلن شاخ اسپاتیفای گوش بد آهنگاش حس تکراری میدادن یادگاری سیاوش پلی واقعن تکراری نمیشه,رفتم یه پلیلیست مثلن شاخ اسپاتیفای و گوش دادم، بد نبود! ولی آهنگاش حس تکراری میدادن! الان یادگاری سیاوش پلی کردم! واقعن تکراری نمیشه...
آهنگای مورد علاقتونو زنگ الارم گوشیتون هم نذارید که بد ازشون متنفر میشید.,HATE, آهنگای علاقتونو زنگ الارم گوشیتون نذارید بد ازشون متنفر میشید,آهنگای مورد علاقتونو زنگ الارم گوشیتون هم نذارید که بد ازشون متنفر میشید.
از اینکه یکی الکی باهام موافقت کنه بدم میاد، ولی اینم ک جلو همه خراب شم دوست ندارم,HATE, الکی باهام موافقت کنه بدم اینم جلو خراب شم دوست ندارم,از اینکه یکی الکی باهام موافقت کنه بدم میاد، ولی اینم ک جلو همه خراب شم دوست ندارم
علاوه بر این که هر ننهقمری دعوته، هر ننهقمری هم صاحبنظره. تا بگذره اعصابم جرواجر میشه.,ANGRY, علاوه ننهقمری دعوته ننهقمری صاحبنظره بگذره اعصابم جرواجر,علاوه بر این که هر ننهقمری دعوته، هر ننهقمری هم صاحبنظره. تا بگذره اعصابم جرواجر میشه.
انقدر عصبیم که جا داشت در دنیایی موازی، دونه دونه پیشونی بچههام رو ببوسم و آخر سر مادرشون رو در آغوش بگیرم و خونه رو قصد کشتن دیو ۳ سر ترک کنم.,ANGRY, انقدر عصبیم دنیایی موازی دونه دونه پیشونی بچههام ببوسم آخر مادرشون آغوش خونه قصد کشتن دیو ترک,انقدر عصبیم که جا داشت در دنیایی موازی، دونه دونه پیشونی بچههام رو ببوسم و آخر سر مادرشون رو در آغوش بگیرم و خونه رو قصد کشتن دیو ۳ سر ترک کنم.
خروج تریبون ها از انحصار آقایان انگار برایشان وحشت آفرین است... چه کسی می داند شاید پشت پرده فیلترینگ و امثالهم هم همین باشد... …,FEAR, خروج تریبون انحصار آقایان انگار برایشان وحشت آفرین داند پشت پرده فیلترینگ امثالهم,خروج تریبون ها از انحصار آقایان انگار برایشان وحشت آفرین است... چه کسی می داند شاید پشت پرده فیلترینگ و امثالهم هم همین باشد... …
بدون شک بهترین بازی شبیه ساز رانندگی هست،اگر میخواین از رانندگی واقعی لذت ببرین،حتما این بازی رو تجربه کنین،خیلی از رانندگان دنیای واقعی از این بازی برای شبیه ساز رانندگیشون استفاده میکنن,HAPPY, شک بهترین بازی شبیه ساز رانندگی میخواین رانندگی لذت ببرین حتما بازی تجربه کنین رانندگان دنیای بازی شبیه ساز رانندگیشون,بدون شک بهترین بازی شبیه ساز رانندگی هست،اگر میخواین از رانندگی واقعی لذت ببرین،حتما این بازی رو تجربه کنین،خیلی از رانندگان دنیای واقعی از این بازی برای شبیه ساز رانندگیشون استفاده میکنن
زندگی، بدون روزهای بد نمیشود؛ بدون روزهای اشک و درد و خشم و غم. اما روزهای بد، همچون برگهای پاییزی، باور کن که شتابان فرو میریزند، و در زیر پاهای تو، اگر بخواهی، استخوان میشکنند، و درختاستوار و مقاوم برجای میماند. #نادر_ابراهیمی #چهل_نامه_کوتاه_به_همسرم ص ٧١,SAD, زندگی روزهای بد نمیشود؛ روزهای اشک درد خشم غم روزهای بد برگهای پاییزی باور شتابان فرو میریزند پاهای استخوان میشکنند درختاستوار مقاوم برجای میماند نادر ابراهیمی چهل نامه کوتاه همسرم,زندگی، بدون روزهای بد نمیشود؛ بدون روزهای اشک و درد و خشم و غم. اما روزهای بد، همچون برگهای پاییزی، باور کن که شتابان فرو میریزند، و در زیر پاهای تو، اگر بخواهی، استخوان میشکنند، و درختاستوار و مقاوم برجای میماند. #نادر_ابراهیمی #چهل_نامه_کوتاه_به_همسرم ص ٧١
اینبار نابودی درختان پیرامون رودخانه منطقه گردشگری روستای شیت طارم بخشی از همت جهادی مسئولان در راستای نابودی آذربایجان و ایران #آذربایجان_چول_اولدو #قاراداغ #تاوان_تنفس,SAD, اینبار نابودی درختان پیرامون رودخانه منطقه گردشگری روستای شیت طارم همت جهادی مسیولان راستای نابودی آذربایجان ایران آذربایجان چول اولدو قاراداغ تاوان تنفس,اینبار نابودی درختان پیرامون رودخانه منطقه گردشگری روستای شیت طارم بخشی از همت جهادی مسئولان در راستای نابودی آذربایجان و ایران #آذربایجان_چول_اولدو #قاراداغ #تاوان_تنفس
متنفر بودنو بلد نيستم ولي... صبح كه شد ديگه برام اهميتي نداري,HATE, متنفر بودنو بلد صبح برام اهمیتی,متنفر بودنو بلد نيستم ولي... صبح كه شد ديگه برام اهميتي نداري
" شارژ خوب نگه میداره شاد نیستی بگو ما حلش کنیم...""",SAD, شارژ خوب نگه میداره شاد نیستی حلش," شارژ خوب نگه میداره شاد نیستی بگو ما حلش کنیم..."""
بعد خانه خود را ترک کرد و مخفی شد. یکهفته بعد، حوالی ۱۳ ژانویه ۲۰۱۹، تورج اسماعیلی سر از استانبول درآورد.واهمه تورج اسماعیلی و فرار او بیدلیل نبود.ماههاست که چند نفر از مدیران امنیتی نظام در زندان هستند،از بسیاری دیگر بازجویی و بازخواست به عمل آمده وبیش از ۵۰ نفر از آنها و حتی,OTHER, خانه ترک مخفی یکهفته حوالی ژانویه تورج اسماعیلی استانبول درآورد واهمه تورج اسماعیلی فرار بیدلیل ماههاست نفر مدیران امنیتی نظام زندان بازجویی بازخواست وبیش نفر,بعد خانه خود را ترک کرد و مخفی شد. یکهفته بعد، حوالی ۱۳ ژانویه ۲۰۱۹، تورج اسماعیلی سر از استانبول درآورد.واهمه تورج اسماعیلی و فرار او بیدلیل نبود.ماههاست که چند نفر از مدیران امنیتی نظام در زندان هستند،از بسیاری دیگر بازجویی و بازخواست به عمل آمده وبیش از ۵۰ نفر از آنها و حتی
"من این عطروتوپیشنهاد شگفت انگیزگرفتم گفتم شایدارزش داشته باشه ولی بااینکه رایحه به نسبت خوبی داشت ولی پخش وماندگاری دقیقا یک دقیقه وبعدازیک دقیقه هیچ رایحه ای ازاین عطرحس نمیکنین حتی با مکش بسیارقوی""",SAD, عطروتوپیشنهاد شگفت انگیزگرفتم شایدارزش بااینکه رایحه نسبت خوبی پخش وماندگاری دقیقا دقیقه وبعدازیک دقیقه رایحه ازاین عطرحس نمیکنین مکش بسیارقوی,"من این عطروتوپیشنهاد شگفت انگیزگرفتم گفتم شایدارزش داشته باشه ولی بااینکه رایحه به نسبت خوبی داشت ولی پخش وماندگاری دقیقا یک دقیقه وبعدازیک دقیقه هیچ رایحه ای ازاین عطرحس نمیکنین حتی با مکش بسیارقوی"""
اون کرمانشاهی که برای زلزله باید منتظر لطف هموطنان باشه اما برای سرکوب به طرفهالعینی نیرو به سمتش گسیل میشه نباید از خشم غرش کنه؟ حالا توی خود گوز پندار نگران شلوار پایین کشیدهی بسیجی میشی این وسط؟ چرا جفا و تبعیضی که در حق مردم میشه اینقدر براتون بیاهمینه چطوری میتونید؟,ANGRY, کرمانشاهی زلزله منتظر لطف هموطنان سرکوب طرفهالعینی نیرو سمتش گسیل نباید خشم غرش کنه حالا توی گوز پندار نگران شلوار پایین کشیدهی بسیجی میشی وسط جفا تبعیضی اینقدر براتون بیاهمینه چطوری میتونید,اون کرمانشاهی که برای زلزله باید منتظر لطف هموطنان باشه اما برای سرکوب به طرفهالعینی نیرو به سمتش گسیل میشه نباید از خشم غرش کنه؟ حالا توی خود گوز پندار نگران شلوار پایین کشیدهی بسیجی میشی این وسط؟ چرا جفا و تبعیضی که در حق مردم میشه اینقدر براتون بیاهمینه چطوری میتونید؟
به نشانه #اعتراض به نبود دمکراسی در کشورم، به نشانه اعتراض به ریخته شدن خون معترضین، کودکان گرسنه کار، زنان مظلوم کشورم، رانتخواری، دزدی، قتل، تجاوز، رهبر حقیر را آتش میزنم.,ANGRY, نشانه اعتراض دمکراسی کشورم نشانه اعتراض ریخته خون معترضین کودکان گرسنه کار زنان مظلوم کشورم رانتخواری دزدی قتل تجاوز رهبر حقیر آتش میزنم,به نشانه #اعتراض به نبود دمکراسی در کشورم، به نشانه اعتراض به ریخته شدن خون معترضین، کودکان گرسنه کار، زنان مظلوم کشورم، رانتخواری، دزدی، قتل، تجاوز، رهبر حقیر را آتش میزنم.
اینقد از ماهی متنفرم که اگه شخص اول زندگیمم واسم تیغاشو در اره باز عمرا بخورم,HATE, اینقد ماهی متنفرم شخص زندگیمم واسم تیغاشو اره باز عمرا بخورم,اینقد از ماهی متنفرم که اگه شخص اول زندگیمم واسم تیغاشو در اره باز عمرا بخورم
پیش از ظهر امروز و در حاشیه دیدار مسئولان نظام: دیدار و گفتگوی خانوادههای دانشمندان شهید هستهای، شهریاری، علی محمدی، رضائینژاد و احمدیروشن,OTHER, ظهر حاشیه دیدار مسیولان نظام دیدار گفتگوی خانوادههای دانشمندان شهید هستهای شهریاری علی محمدی رضایینژاد احمدیروشن,پیش از ظهر امروز و در حاشیه دیدار مسئولان نظام: دیدار و گفتگوی خانوادههای دانشمندان شهید هستهای، شهریاری، علی محمدی، رضائینژاد و احمدیروشن
وای ادامه نده لعنتی میخوایم بخوابیم از وحشت خوابمون نمیبره …,FEAR, ادامه نده لعنتی میخوایم بخوابیم وحشت خوابمون نمیبره,وای ادامه نده لعنتی میخوایم بخوابیم از وحشت خوابمون نمیبره …
بالابر شیشهی ماشینم خرابه باید در ماشینو باز کنم کارت پارکینگ دانشگاه رو پس بدم. امروز که داشتم کارتو پس میدادم ماه لای در له شد.,OTHER, بالابر شیشهی ماشینم خرابه ماشینو باز کارت پارکینگ دانشگاه بدم کارتو میدادم ماه لای له,بالابر شیشهی ماشینم خرابه باید در ماشینو باز کنم کارت پارکینگ دانشگاه رو پس بدم. امروز که داشتم کارتو پس میدادم ماه لای در له شد.
چهره ی خندانش چشم های مهربانش و لبخندش، هر لحظه از شادی من بود. هم بازی کودکی ام بود هم صحبت نوجوانیم هیجان زندگی ام. بیشتر از یک دوست، دوستش دارم بیش از هر چه که در دنیاست. • د.ر.و •,HAPPY, چهره خندانش چشم مهربانش لبخندش لحظه شادی بازی کودکی صحبت نوجوانیم هیجان زندگی دوست دوستش دنیاست,چهره ی خندانش چشم های مهربانش و لبخندش، هر لحظه از شادی من بود. هم بازی کودکی ام بود هم صحبت نوجوانیم هیجان زندگی ام. بیشتر از یک دوست، دوستش دارم بیش از هر چه که در دنیاست. • د.ر.و •
یکی به یکی دیگه شیر میده یکی از یکی دیگه باید طلاق بگیره بیابید ارتباط گوز به شقیقه را (سرکلاس هم با این قضیه مشکل داشتم الان تو دنیای واقعی خبرشو شنیدم بیشتر اعصابم خورد شد),ANGRY, شیر میده طلاق بگیره ارتباط گوز شقیقه سرکلاس قضیه مشکل دنیای خبرشو شنیدم اعصابم خورد,یکی به یکی دیگه شیر میده یکی از یکی دیگه باید طلاق بگیره بیابید ارتباط گوز به شقیقه را (سرکلاس هم با این قضیه مشکل داشتم الان تو دنیای واقعی خبرشو شنیدم بیشتر اعصابم خورد شد)
"کنار همان درخت عناب است و برگ هایش صدر است.""",HAPPY, درخت عناب برگ هایش صدر,"کنار همان درخت عناب است و برگ هایش صدر است."""
"اشتیاق تو مرا سوخت ، کجایی...؟ بازآ... ""وحشی_بافقی""",SAD, اشتیاق مرا سوخت کجایی بازآ وحشی بافقی,"اشتیاق تو مرا سوخت ، کجایی...؟ بازآ... ""وحشی_بافقی"""
آقامیری روحانی خوشفکر و خوشسخنیه که هواداران خودش رو داره و قطعا از امروز صداش بهتر هم شنیده میشه. اینکه به یکی بابت خلع لباسش تبریک بگن و خیلی جدی اون رو دیگه! از خودشان (مردمی) بدانند، قابل تحلیل نیست؟ در کسوت روحانیت کم نیستند کسانی که حتما تحلیلهای خوبی ازاین ماجرا دارند.,OTHER, آقامیری روحانی خوشفکر خوشسخنیه هواداران قطعا صداش بهتر شنیده بابت خلع لباسش تبریک بگن جدی خودشان مردمی بدانند تحلیل کسوت روحانیت کم حتما تحلیلهای خوبی ازاین ماجرا,آقامیری روحانی خوشفکر و خوشسخنیه که هواداران خودش رو داره و قطعا از امروز صداش بهتر هم شنیده میشه. اینکه به یکی بابت خلع لباسش تبریک بگن و خیلی جدی اون رو دیگه! از خودشان (مردمی) بدانند، قابل تحلیل نیست؟ در کسوت روحانیت کم نیستند کسانی که حتما تحلیلهای خوبی ازاین ماجرا دارند.
دادستان سمنان درخصوص سانحه برخورد قطار: مسئولان مرکز کنترل فرماندهی راه آهن شمال شرق، مرکز کنترل خطوط و شیفت مرکز کنترل بازداشت شدند - میزان …,OTHER, دادستان سمنان درخصوص سانحه برخورد قطار مسیولان مرکز کنترل فرماندهی آهن شمال شرق مرکز کنترل خطوط شیفت مرکز کنترل بازداشت میزان,دادستان سمنان درخصوص سانحه برخورد قطار: مسئولان مرکز کنترل فرماندهی راه آهن شمال شرق، مرکز کنترل خطوط و شیفت مرکز کنترل بازداشت شدند - میزان …
من دو ساله که تنهام پدر دخترم ما رو رها کرد و رفت؛ اگه بابا و مامانم نبودن؛ والله که باید توو خیابون میخوابیدم و نمیدونم چی میشد... توو این مدت تنها چیزی که نذاشت خودمو بکشم یا فرار کنم دخترم بود... و الان انگیزه ی درس خوندنم هم دخترمه و آینده ش _برام دعا کنید,SAD, ساله تنهام پدر دخترم رها رفت؛ بابا مامانم نبودن؛ والله توو خیابون میخوابیدم نمیدونم میشد توو نذاشت خودمو بکشم فرار دخترم انگیزه درس خوندنم دخترمه آینده برام دعا,من دو ساله که تنهام پدر دخترم ما رو رها کرد و رفت؛ اگه بابا و مامانم نبودن؛ والله که باید توو خیابون میخوابیدم و نمیدونم چی میشد... توو این مدت تنها چیزی که نذاشت خودمو بکشم یا فرار کنم دخترم بود... و الان انگیزه ی درس خوندنم هم دخترمه و آینده ش _برام دعا کنید
" قرار شد عودت بدم""",SAD, قرار عودت بدم," قرار شد عودت بدم"""
عدم رضایت از قوای سه گانه در امریکا نرخ رضایت مردم از دیوان عالی آمریکا ۳۲ درصد، از قوه مجریه ۳۳ درصد و از کنگره ۸ درصد است. این میزان در سال ۲۰۱۷ برای هر یک از قوا دو تا سه درصد افزایش داشته است. #USARegimeChange #چهل_سال_شکست_آمریکا,OTHER, رضایت قوای سه گانه امریکا نرخ رضایت دیوان عالی آمریکا درصد قوه مجریه درصد کنگره درصد میزان سال قوا سه درصد افزایش چهل سال شکست آمریکا,عدم رضایت از قوای سه گانه در امریکا نرخ رضایت مردم از دیوان عالی آمریکا ۳۲ درصد، از قوه مجریه ۳۳ درصد و از کنگره ۸ درصد است. این میزان در سال ۲۰۱۷ برای هر یک از قوا دو تا سه درصد افزایش داشته است. #USARegimeChange #چهل_سال_شکست_آمریکا
فلر، گویهای آتشینی هستند که جنگنده با پرتاب آنها، موشکهای حرارتیاب را منحرف میکند،به این مفهوم که موشکهای حرارتیاب که دنبال حرارت میگردند، با پرتاب این گویهای آتشین، بجای خروجی موتور جنگنده، دنبال این گویها رفته و جنگنده هم می تواند از مهلکه فرار کند,OTHER, فلر گویهای آتشینی جنگنده پرتاب موشکهای حرارتیاب منحرف میکند مفهوم موشکهای حرارتیاب دنبال حرارت میگردند پرتاب گویهای آتشین بجای خروجی موتور جنگنده دنبال گویها جنگنده مهلکه فرار,فلر، گویهای آتشینی هستند که جنگنده با پرتاب آنها، موشکهای حرارتیاب را منحرف میکند،به این مفهوم که موشکهای حرارتیاب که دنبال حرارت میگردند، با پرتاب این گویهای آتشین، بجای خروجی موتور جنگنده، دنبال این گویها رفته و جنگنده هم می تواند از مهلکه فرار کند
من با هیچکدام از طرفین ماجرا موافق نبودم اما این کار عالی است و شایان توجه؛ مخصوصا به لحاظ «حرفهای» برای فعالان رسانه. …,HAPPY, هیچکدام طرفین ماجرا موافق نبودم کار عالی شایان توجه؛ مخصوصا لحاظ حرفهای فعالان رسانه,من با هیچکدام از طرفین ماجرا موافق نبودم اما این کار عالی است و شایان توجه؛ مخصوصا به لحاظ «حرفهای» برای فعالان رسانه. …
بچه کونی واسع یه دختر شاخ شدی,ANGRY, بچه کونی واسع دختر شاخ شدی,بچه کونی واسع یه دختر شاخ شدی
آدمهایی هستن که از نزدیک و دور هم حتا ندیدمشون، هیچوقت هم شاید نبینمشون، اما بهم حس امنیت میدن و این عجیبه.,SURPRISE, آدمهایی هستن نزدیک دور حتا ندیدمشون هیچوقت نبینمشون بهم حس امنیت میدن عجیبه,آدمهایی هستن که از نزدیک و دور هم حتا ندیدمشون، هیچوقت هم شاید نبینمشون، اما بهم حس امنیت میدن و این عجیبه.
عجب مهی جاده رو گرفته. هنوز هیچی نشده به کاپشنم احساس نزدیکی میکنم.,SURPRISE, عجب مهی جاده هیچی کاپشنم احساس نزدیکی,عجب مهی جاده رو گرفته. هنوز هیچی نشده به کاپشنم احساس نزدیکی میکنم.
موتور گرفتم اومدم خونه چون توان دو ساعت توی ترافیک موندن نداشتم. رها گفت فلان کتاب کمک درسی رو نخریدی؟ یادم رفته بود. بچه عزا گرفت. دوباره رفتم دزاشیب، نداشت. رفتم دربند یارو بسته بود. نشستم پای مغازه تا بیاد. بالاخره خریدم و لعنت فرستادم به این همه دست تنها بودن توی این شهر.,SAD, موتور اومدم خونه توان ساعت توی ترافیک موندن نداشتم رها فلان کتاب کمک درسی نخریدی یادم بچه عزا دوباره رفتم دزاشیب نداشت رفتم دربند یارو بسته نشستم پای مغازه بیاد بالاخره خریدم لعنت فرستادم دست توی شهر,موتور گرفتم اومدم خونه چون توان دو ساعت توی ترافیک موندن نداشتم. رها گفت فلان کتاب کمک درسی رو نخریدی؟ یادم رفته بود. بچه عزا گرفت. دوباره رفتم دزاشیب، نداشت. رفتم دربند یارو بسته بود. نشستم پای مغازه تا بیاد. بالاخره خریدم و لعنت فرستادم به این همه دست تنها بودن توی این شهر.
حیف حیف از این همه زیبایی که دیگه مردم ایران حتی حوصله ندارن کمی بایستن و لذت ببرن! البته شعور در نظام حاکم زیر خط فقرش رسیده!,SAD, حیف حیف زیبایی ایران حوصله ندارن کمی بایستن لذت ببرن شعور نظام حاکم خط فقرش رسیده,حیف حیف از این همه زیبایی که دیگه مردم ایران حتی حوصله ندارن کمی بایستن و لذت ببرن! البته شعور در نظام حاکم زیر خط فقرش رسیده!
یکی از چیزایی که روم تاثیر میزاره اینجا اینه که بعضی ها که اینجا از افسرگیشون یا حالتشون میگم اگاهانه یا ناخوداگاه سعی میکنم همون حس و بگیرم و اون حس درم بوجود میاد و با اینکه ارزوی مرگ و داشتم میترسم وقتی یکی اینجا میخواد خودکشی کنه نمیدونم بخاطر اون یا چون من جراتشو نداشتم,FEAR, چیزایی روم تاثیر میزاره بعضی افسرگیشون حالتشون اگاهانه ناخوداگاه سعی همون حس حس درم بوجود ارزوی مرگ میترسم میخواد خودکشی کنه نمیدونم بخاطر جراتشو نداشتم,یکی از چیزایی که روم تاثیر میزاره اینجا اینه که بعضی ها که اینجا از افسرگیشون یا حالتشون میگم اگاهانه یا ناخوداگاه سعی میکنم همون حس و بگیرم و اون حس درم بوجود میاد و با اینکه ارزوی مرگ و داشتم میترسم وقتی یکی اینجا میخواد خودکشی کنه نمیدونم بخاطر اون یا چون من جراتشو نداشتم
وقتی اینجوری متحد باشیم فرار میکنن?????,HAPPY, اینجوری متحد باشیم فرار,وقتی اینجوری متحد باشیم فرار میکنن?????
. لعنت به رژیمی که شده نوکر کفار لعنت به خبیثی که شده حاکم جبار لعنت به هجومی که دهد بوی خیانت لعنت به دلاری که شده خرج جنایت لعنت به تمام سلفی های سعودی لعنت به شیوخ عرب پست یهودی لعنت به نشستی که شود حاصل آن جنگ #YemenChildrensDay,HATE, لعنت رژیمی نوکر کفار لعنت خبیثی حاکم جبار لعنت هجومی بوی خیانت لعنت دلاری خرج جنایت لعنت سلفی سعودی لعنت شیوخ عرب پست یهودی لعنت نشستی حاصل جنگ,. لعنت به رژیمی که شده نوکر کفار لعنت به خبیثی که شده حاکم جبار لعنت به هجومی که دهد بوی خیانت لعنت به دلاری که شده خرج جنایت لعنت به تمام سلفی های سعودی لعنت به شیوخ عرب پست یهودی لعنت به نشستی که شود حاصل آن جنگ #YemenChildrensDay
عجب موهای ضد ولایت فقیهی داری مهندس,SURPRISE, عجب موهای ضد ولایت فقیهی مهندس,عجب موهای ضد ولایت فقیهی داری مهندس
طرف آخرجلسه ازسالن خارج شده ومیگه اعصابم ازحرف های بی ربطش داغون شد. میگم خوب زودتربلندمی شدی! میگه نه!! بی احترامی به سخنران میشه! عزیزم وقتی سخنران حرف غلط وبی ربط میزنه بلندشووسالن راترک کن!!! #مردم,OTHER, آخرجلسه ازسالن خارج ومیگه اعصابم ازحرف ربطش داغون خوب زودتربلندمی شدی میگه احترامی سخنران عزیزم سخنران حرف غلط وبی ربط میزنه بلندشووسالن راترک,طرف آخرجلسه ازسالن خارج شده ومیگه اعصابم ازحرف های بی ربطش داغون شد. میگم خوب زودتربلندمی شدی! میگه نه!! بی احترامی به سخنران میشه! عزیزم وقتی سخنران حرف غلط وبی ربط میزنه بلندشووسالن راترک کن!!! #مردم
دیگه به تخمم نیست دوری از خونه ولی از اون لحظه ترک خونه بدم میاد همیشه هیچ وقت بهش عادت نمیکنم,HATE, تخمم دوری خونه لحظه ترک خونه بدم وقت بهش عادت نمیکنم,دیگه به تخمم نیست دوری از خونه ولی از اون لحظه ترک خونه بدم میاد همیشه هیچ وقت بهش عادت نمیکنم
بخشی از کتاب رو خوند سرش رو بالا آورد یه نگاهی از سر ترس به من کرد و با سرعت از من فاصله گرفت و دورتر ایستاد,FEAR, کتاب خوند سرش نگاهی ترس سرعت فاصله دورتر ایستاد,بخشی از کتاب رو خوند سرش رو بالا آورد یه نگاهی از سر ترس به من کرد و با سرعت از من فاصله گرفت و دورتر ایستاد
 اونا آدمایی تو زندگی داشتن که ارزش داشت بخاطرشون جوون بدی . الان من بخاطر کی جوون بدم ؟؟همه آدمای اطرافمون دروغگو و بدچشم و حسود و عوضی و...,ANGRY, اونا آدمایی زندگی ارزش بخاطرشون جوون بدی بخاطر جوون بدم آدمای اطرافمون دروغگو بدچشم حسود عوضی, اونا آدمایی تو زندگی داشتن که ارزش داشت بخاطرشون جوون بدی . الان من بخاطر کی جوون بدم ؟؟همه آدمای اطرافمون دروغگو و بدچشم و حسود و عوضی و...
اگر نتوان #آزادی و #عدالت را باهم داشت، و من مجبور باشم میان این دو یکی را انتخاب کنم : آزادی را انتخاب میکنم، تا بتوانم به بیعدالتی اعتراض کنم ...! #چگوارا,OTHER, نتوان آزادی عدالت باهم مجبور انتخاب آزادی انتخاب بتوانم بیعدالتی اعتراض چگوارا,اگر نتوان #آزادی و #عدالت را باهم داشت، و من مجبور باشم میان این دو یکی را انتخاب کنم : آزادی را انتخاب میکنم، تا بتوانم به بیعدالتی اعتراض کنم ...! #چگوارا
از این که #همایون_غنی_زاده یه مهاجر افغان رو فرستاده جشنواره فجر ناراحتی؟؟ بعد از این همه بیعدالتی در حق برادران افغانیمون، حالا یکی پیدا شده کار درست انجام داده تحمل همینم نداری؟؟ آفرین مرزهای #نژاد_پرستی و #بیشعوری رو کیلومترها جابهجا کردی,ANGRY, همایون غنی مهاجر افغان فرستاده جشنواره فجر ناراحتی بیعدالتی برادران افغانیمون حالا کار درست تحمل همینم آفرین مرزهای نژاد پرستی بیشعوری کیلومترها جابهجا کردی,از این که #همایون_غنی_زاده یه مهاجر افغان رو فرستاده جشنواره فجر ناراحتی؟؟ بعد از این همه بیعدالتی در حق برادران افغانیمون، حالا یکی پیدا شده کار درست انجام داده تحمل همینم نداری؟؟ آفرین مرزهای #نژاد_پرستی و #بیشعوری رو کیلومترها جابهجا کردی
"یکی از همکلاسیام توی #گروه_کر دانشگاه میخونن. قبل کریسمس، رفته بودیم دیدن اجرای آخرسالشون. آهنگا که تموم شد، دلم واسه یه دوست دیگه ام تنگ شد. در آستانه ی سال نوی میلادی، لعنت و فحشه که نثار خودم و ""حریم خصوصی"" درونم میکنم! #سبک_زندگی_آلمانی_من",SAD, همکلاسیام توی گروه کر دانشگاه میخونن کریسمس دیدن اجرای آخرسالشون آهنگا تموم دلم واسه دوست تنگ آستانه سال نوی میلادی لعنت فحشه نثار خودم حریم خصوصی درونم سبک زندگی آلمانی,"یکی از همکلاسیام توی #گروه_کر دانشگاه میخونن. قبل کریسمس، رفته بودیم دیدن اجرای آخرسالشون. آهنگا که تموم شد، دلم واسه یه دوست دیگه ام تنگ شد. در آستانه ی سال نوی میلادی، لعنت و فحشه که نثار خودم و ""حریم خصوصی"" درونم میکنم! #سبک_زندگی_آلمانی_من"
جنسش خیلی قوی نیست و کلا بدم نیست,OTHER, جنسش قوی کلا بدم,جنسش خیلی قوی نیست و کلا بدم نیست
آشفتگی خواب دیشب یه حس ترس بهم داده ترس از خوابیدن و دوباره همون حس آشفتگی رو داشتن,FEAR, آشفتگی خواب دیشب حس ترس بهم ترس خوابیدن دوباره همون حس آشفتگی,آشفتگی خواب دیشب یه حس ترس بهم داده ترس از خوابیدن و دوباره همون حس آشفتگی رو داشتن
همیشه آرزوم بود یه روز تو آتلیه های دانشکده قآنی کهنه، ترجیحا ساختمون قدیم، طرح معماری درس بدم. دانشکده پرت شد خارج از شهر و من پرت شدم خارج از کشور!,OTHER, آرزوم آتلیه دانشکده قآنی کهنه ترجیحا ساختمون قدیم طرح معماری درس بدم دانشکده پرت خارج شهر پرت شدم خارج کشور,همیشه آرزوم بود یه روز تو آتلیه های دانشکده قآنی کهنه، ترجیحا ساختمون قدیم، طرح معماری درس بدم. دانشکده پرت شد خارج از شهر و من پرت شدم خارج از کشور!
سلام من از دست فروشها به قیمت ده تومن خریدم به جرات میتونم بگم ده روز هم کار نکرد ، به سفارش دوستم از اینا خریدم هم برندش معتبره هم با کیفیت ، خواستم در جریان باشین مثل من اشتباه نکنین. بازم میخوام از این بروکسلها سفارش بدم.,OTHER, سلام دست فروشها قیمت تومن خریدم جرات میتونم بگم کار نکرد سفارش دوستم اینا خریدم برندش معتبره کیفیت باشین اشتباه نکنین بازم میخوام بروکسلها سفارش بدم,سلام من از دست فروشها به قیمت ده تومن خریدم به جرات میتونم بگم ده روز هم کار نکرد ، به سفارش دوستم از اینا خریدم هم برندش معتبره هم با کیفیت ، خواستم در جریان باشین مثل من اشتباه نکنین. بازم میخوام از این بروکسلها سفارش بدم.
مهمترین عامل پیروزی انقلاب در کنار شکافهای فرهنگی و اقتصادی، #گسست_حاکمیتی بود. تضادهای فوق زمانی به انقلاب بدل میشد ک شاه توان برخورد قاطع را نداشت و با کمترین آشوب ،«صدای انقلاب» را شنید و فرار کرد. گسست فوق را خیلیها ب حضور فرح نسبت میدهند.,OTHER, مهمترین عامل پیروزی انقلاب شکافهای فرهنگی اقتصادی گسست حاکمیتی تضادهای انقلاب بدل میشد شاه توان برخورد قاطع نداشت کمترین آشوب صدای انقلاب شنید فرار گسست خیلیها حضور فرح نسبت میدهند,مهمترین عامل پیروزی انقلاب در کنار شکافهای فرهنگی و اقتصادی، #گسست_حاکمیتی بود. تضادهای فوق زمانی به انقلاب بدل میشد ک شاه توان برخورد قاطع را نداشت و با کمترین آشوب ،«صدای انقلاب» را شنید و فرار کرد. گسست فوق را خیلیها ب حضور فرح نسبت میدهند.
"چطور نرم افزار های نصب شده روی حافظه داخلی رو به رم انتقال بدم؟""",HAPPY, نرم افزار نصب حافظه داخلی رم انتقال بدم,"چطور نرم افزار های نصب شده روی حافظه داخلی رو به رم انتقال بدم؟"""
