text,label,cleaned,stemmed
کاشکی زن بودم تو آمریکا،میرفتم به جمهوری خواها اتهام تجاوز میزدم سالی دو سه میلیون دلار هم درامد داشتم... :(,SAD, کاشکی زن بودم آمریکا میرفتم جمهوری خواها اتهام تجاوز میزدم سالی سه میلیون دلار درامد,کاشکی زن بودم تو آمریکا،میرفتم به جمهوری خواها اتهام تجاوز میزدم سالی دو سه میلیون دلار هم درامد داشتم... :(
"نامه احمدی نژاد به رهبری از خداوند منان برای حضرتعالی، ""موفقیت"" در اتخاذ تصمیمات اساسی و ""به موقع""، در جهت خواست مردم و .............مسالت دارم....! #احمدی_نژاد داره به ""#ولی_فقیه درس ""زمان شناسی"" میده...! همینقدر بیشرم و وقیح کجا رفت اون ادعای مرید و مرادی...؟؟؟",HATE, نامه احمدی نژاد رهبری خداوند منان حضرتعالی موفقیت اتخاذ تصمیمات اساسی موقع مسالت احمدی نژاد فقیه درس شناسی میده همینقدر بیشرم وقیح ادعای مرید مرادی,"نامه احمدی نژاد به رهبری از خداوند منان برای حضرتعالی، ""موفقیت"" در اتخاذ تصمیمات اساسی و ""به موقع""، در جهت خواست مردم و .............مسالت دارم....! #احمدی_نژاد داره به ""#ولی_فقیه درس ""زمان شناسی"" میده...! همینقدر بیشرم و وقیح کجا رفت اون ادعای مرید و مرادی...؟؟؟"
 زارت . بگو به حرف حق نمیتونم جواب بدم,OTHER, زارت حرف نمیتونم جواب بدم, زارت . بگو به حرف حق نمیتونم جواب بدم
طی یک حرکت خودجوش بعد حدود 8 سال کلش اف کلنز رو پاک کردم چون همش توش دعوا بود توییتر رو از گوشی پاک کردم چون همش توش دعواست گروهای تلگرامم که توش دعوا بود پاک کردم کلا از هرچی تنشه بیزار شدم دارم پیر میشم فکر کنم,HATE, حرکت خودجوش حدود سال کلش اف کلنز پاک همش توش دعوا توییتر گوشی پاک همش توش دعواست گروهای تلگرامم توش دعوا پاک کلا هرچی تنشه بیزار شدم پیر میشم فکر,طی یک حرکت خودجوش بعد حدود 8 سال کلش اف کلنز رو پاک کردم چون همش توش دعوا بود توییتر رو از گوشی پاک کردم چون همش توش دعواست گروهای تلگرامم که توش دعوا بود پاک کردم کلا از هرچی تنشه بیزار شدم دارم پیر میشم فکر کنم
تبریک به همه ی دوستانی که خودشون رو جای #ارش_صادقی گذاشتن و واقعا با دلشون اشک ریختن... و اما #علی_شریعتی حالش اصلا مساعد نیست #SaveAli,SAD, تبریک دوستانی خودشون ارش صادقی گذاشتن واقعا دلشون اشک ریختن علی شریعتی حالش مساعد,تبریک به همه ی دوستانی که خودشون رو جای #ارش_صادقی گذاشتن و واقعا با دلشون اشک ریختن... و اما #علی_شریعتی حالش اصلا مساعد نیست #SaveAli
 اخه خودش گفته بوده من لردم،بعد لر ها هم ناراحت شده بودن,SAD, اخه لردم لر ناراحت, اخه خودش گفته بوده من لردم،بعد لر ها هم ناراحت شده بودن
#دولت_خاتمی نقاط قوت و مثبتی داشت ولی اینکه روزی 6 شبهه در دین مطرح می شد و مبانی اعتقادی مردم مورد هجوم قرار گرفت و بسیاری از تئوریسین های آن زمان فرار کردند و امروز در خارج کشور هستند مورد انتقاد ما قرار گرفت. #اصلاحات,OTHER, دولت خاتمی نقاط قوت مثبتی روزی شبهه دین مطرح مبانی اعتقادی هجوم قرار تیوریسین فرار خارج کشور انتقاد قرار اصلاحات,#دولت_خاتمی نقاط قوت و مثبتی داشت ولی اینکه روزی 6 شبهه در دین مطرح می شد و مبانی اعتقادی مردم مورد هجوم قرار گرفت و بسیاری از تئوریسین های آن زمان فرار کردند و امروز در خارج کشور هستند مورد انتقاد ما قرار گرفت. #اصلاحات
به نشانه #اعتراض به وجود جمهوری اسلامی، به نشانه اعتراض به نبود #دمکراسی در کشورم، به نشانه اعتراض به ریخته شدن #خون_معترضین، #کودکان_گرسنه_کار، زنان مظلوم کشورم، #رانتخواری، #دزدی، #قتل، #تجاوز، رهبر حقیر را آتش میزنم #DownWithKhamenei,ANGRY, نشانه اعتراض جمهوری اسلامی نشانه اعتراض دمکراسی کشورم نشانه اعتراض ریخته خون معترضین کودکان گرسنه کار زنان مظلوم کشورم رانتخواری دزدی قتل تجاوز رهبر حقیر آتش میزنم,به نشانه #اعتراض به وجود جمهوری اسلامی، به نشانه اعتراض به نبود #دمکراسی در کشورم، به نشانه اعتراض به ریخته شدن #خون_معترضین، #کودکان_گرسنه_کار، زنان مظلوم کشورم، #رانتخواری، #دزدی، #قتل، #تجاوز، رهبر حقیر را آتش میزنم #DownWithKhamenei
واقن عجیبه تو این هوا هنوز سیگار میکشیم,SURPRISE, واقن عجیبه هوا سیگار میکشیم,واقن عجیبه تو این هوا هنوز سیگار میکشیم
"این دفتر برای عزیزانتون که درنظر دارید بیادماندنی ترین هدیه رو بهشون بدین بسیار مناسب است پیشنهاد میدم حتما""برای انسانهای عزیز و فزهیخته زندگیتون سفارش بدید من که تصمیم دارم چندتا دیگه سفارش بدم طراحی و ایده چوبی بودنش فوق العاده اس",HAPPY, دفتر عزیزانتون درنظر بیادماندنی ترین هدیه بهشون بدین مناسب پیشنهاد میدم حتما انسانهای عزیز فزهیخته زندگیتون سفارش بدید تصمیم چندتا سفارش بدم طراحی ایده چوبی بودنش العاده اس,"این دفتر برای عزیزانتون که درنظر دارید بیادماندنی ترین هدیه رو بهشون بدین بسیار مناسب است پیشنهاد میدم حتما""برای انسانهای عزیز و فزهیخته زندگیتون سفارش بدید من که تصمیم دارم چندتا دیگه سفارش بدم طراحی و ایده چوبی بودنش فوق العاده اس"
وسط خوشحالیهاتون برای پیروزی حزبالله، گاهی هم از خودتون بپرسید چرا مردم کشور خودتون به شما اقبال ندارند؟ چرا انتخابات پشت انتخابات در شرایط نابرابر و با دوپینگ و رانت و حذف رقیب، باز هم دستتون از رای صندوق کوتاهه؟ فکرکنید؛ شاید بفهمید برای حفظ قدرت راههایی جز چماق هم وجود داره,ANGRY, وسط خوشحالیهاتون پیروزی حزبالله گاهی خودتون بپرسید کشور خودتون اقبال انتخابات پشت انتخابات شرایط نابرابر دوپینگ رانت حذف رقیب باز دستتون رای صندوق کوتاهه فکرکنید؛ بفهمید حفظ قدرت راههایی چماق,وسط خوشحالیهاتون برای پیروزی حزبالله، گاهی هم از خودتون بپرسید چرا مردم کشور خودتون به شما اقبال ندارند؟ چرا انتخابات پشت انتخابات در شرایط نابرابر و با دوپینگ و رانت و حذف رقیب، باز هم دستتون از رای صندوق کوتاهه؟ فکرکنید؛ شاید بفهمید برای حفظ قدرت راههایی جز چماق هم وجود داره
امروز ۹ شهریور #روز_ملی_یوزپلنگ_ایرانی است؛ خانواده های زندانیان حامی محیط زیست پیام میدهند و تقاضای پیگیری وضعیت آنها را دارند. بعنوان یک نماینده مجلس در حدود مقدوراتم تلاش کرده ام صدای آنان را بگوش مسئولان برسانم. شرمنده ام که بیش از این کاری نتوانسته ام بکنم.,SAD, شهریور ملی یوزپلنگ ایرانی است؛ خانواده زندانیان حامی محیط زیست پیام میدهند تقاضای پیگیری وضعیت بعنوان نماینده مجلس حدود مقدوراتم تلاش صدای بگوش مسیولان برسانم شرمنده کاری نتوانسته,امروز ۹ شهریور #روز_ملی_یوزپلنگ_ایرانی است؛ خانواده های زندانیان حامی محیط زیست پیام میدهند و تقاضای پیگیری وضعیت آنها را دارند. بعنوان یک نماینده مجلس در حدود مقدوراتم تلاش کرده ام صدای آنان را بگوش مسئولان برسانم. شرمنده ام که بیش از این کاری نتوانسته ام بکنم.
از نامه فرهاد میثمی از اوین: داشتم روزنامه را ورق میزدم که ناگهان چشمم بر مطلبی افتاد و همان جا خشکش زد! از قرار معلوم وزارت امور خارجه ترامپ خواستار آزادی این مطالعهگر/کنشگر کوچک مدنی شده بود. در عجب شدم که آخر چه نسبتی می توان یافت بین «امور خارجه ترامپ» و «آزادی» و «اینجانب»!,OTHER, نامه فرهاد میثمی اوین روزنامه ورق میزدم ناگهان چشمم مطلبی افتاد خشکش زد قرار معلوم وزارت خارجه ترامپ خواستار آزادی مطالعهگر کنشگر کوچک مدنی عجب شدم آخر نسبتی توان خارجه ترامپ آزادی اینجانب,از نامه فرهاد میثمی از اوین: داشتم روزنامه را ورق میزدم که ناگهان چشمم بر مطلبی افتاد و همان جا خشکش زد! از قرار معلوم وزارت امور خارجه ترامپ خواستار آزادی این مطالعهگر/کنشگر کوچک مدنی شده بود. در عجب شدم که آخر چه نسبتی می توان یافت بین «امور خارجه ترامپ» و «آزادی» و «اینجانب»!
البته یه جلسه دیگه هم خوابیده بودم! که از خنده بقیه پاشدم! که داشتن به کلمه رو تخته میخندیدن! :دی,HAPPY, جلسه خوابیده بودم خنده بقیه پاشدم کلمه تخته میخندیدن دی,البته یه جلسه دیگه هم خوابیده بودم! که از خنده بقیه پاشدم! که داشتن به کلمه رو تخته میخندیدن! :دی
اگر وست ورلد نمیبینید پس از چی لذت میبرید؟,SURPRISE, وست ورلد نمیبینید لذت میبرید,اگر وست ورلد نمیبینید پس از چی لذت میبرید؟
چه حس گهی خدای من خیلی عصبیم,ANGRY, حس گهی خدای عصبیم,چه حس گهی خدای من خیلی عصبیم
"منظور از ""ایرانیان"" همه ی اقلیت های قومی و مذهبی است نه به زعم شما چند نفر.توهین این رسانه به هم میهنان آذری و عرب زبانمان را فراموش نکرده ایم.رسانه ای که رسالتش دروغگویی و تبلیغ خشونت است و منافع گروهی را به مردم ترجیح می دهد. حال ما پدرسوخته ایم یا این رسانه یا شما؟",ANGRY, منظور ایرانیان اقلیت قومی مذهبی زعم نفر توهین رسانه میهنان آذری عرب زبانمان فراموش نکرده رسانه رسالتش دروغگویی تبلیغ خشونت منافع گروهی ترجیح پدرسوخته رسانه,"منظور از ""ایرانیان"" همه ی اقلیت های قومی و مذهبی است نه به زعم شما چند نفر.توهین این رسانه به هم میهنان آذری و عرب زبانمان را فراموش نکرده ایم.رسانه ای که رسالتش دروغگویی و تبلیغ خشونت است و منافع گروهی را به مردم ترجیح می دهد. حال ما پدرسوخته ایم یا این رسانه یا شما؟"
اعتراض و اعتصاب حق #کارگران و #معلمان است اما تامین کامل حقوق همه قشرها و صنفها با تشکیل اتحادیهها و سندیکاهای مستقل ممکن میشود زیرا مطالبات اعضا را مشخص و قدرت چانهزنی آنها را افزایش میدهد. حکومت نیز طرف مذاکره خود را برای رسیدن به توافق عادلانه و پایدار میشناسد.,OTHER, اعتراض اعتصاب کارگران معلمان تامین حقوق قشرها صنفها تشکیل اتحادیهها سندیکاهای مستقل زیرا مطالبات اعضا مشخص قدرت چانهزنی افزایش میدهد حکومت مذاکره رسیدن توافق عادلانه پایدار میشناسد,اعتراض و اعتصاب حق #کارگران و #معلمان است اما تامین کامل حقوق همه قشرها و صنفها با تشکیل اتحادیهها و سندیکاهای مستقل ممکن میشود زیرا مطالبات اعضا را مشخص و قدرت چانهزنی آنها را افزایش میدهد. حکومت نیز طرف مذاکره خود را برای رسیدن به توافق عادلانه و پایدار میشناسد.
انقلابی موذن جامعه است و اگر خواب بماند نماز امت قضا میشود بر همین مبنا ما بانگ #خطای_نابخشودنی را طنین اندازکردیم تاامت برای ادای تکلیف واجبش بیدارشود الله اکبر از غفلتی که برخی از مسئولان کشور را فرا گرفته #گام_دوم_انقلاب #پالرمو_علیه_معیشت #شفافیت_آراء_مجمع,SAD, انقلابی موذن جامعه خواب بماند نماز امت قضا مبنا بانگ خطای نابخشودنی طنین اندازکردیم تاامت ادای تکلیف واجبش بیدارشود الله اکبر غفلتی مسیولان کشور فرا گام انقلاب پالرمو معیشت شفافیت آراء مجمع,انقلابی موذن جامعه است و اگر خواب بماند نماز امت قضا میشود بر همین مبنا ما بانگ #خطای_نابخشودنی را طنین اندازکردیم تاامت برای ادای تکلیف واجبش بیدارشود الله اکبر از غفلتی که برخی از مسئولان کشور را فرا گرفته #گام_دوم_انقلاب #پالرمو_علیه_معیشت #شفافیت_آراء_مجمع
۱/۲- آگاه کردن مردم از بحران و کمبود آب در برخی از کشورها مانند ایران که در اثر تغیرات جوی و مدیریت بد مسئولان بیتجربه و سودجو بوده . در ۲ بخش,OTHER, آگاه بحران کمبود آب کشورها ایران اثر تغیرات جوی مدیریت بد مسیولان بیتجربه سودجو,۱/۲- آگاه کردن مردم از بحران و کمبود آب در برخی از کشورها مانند ایران که در اثر تغیرات جوی و مدیریت بد مسئولان بیتجربه و سودجو بوده . در ۲ بخش
#صبحتون_قشنگ همراه با موفقیت خیر و برکت در کارتون لبخند رو لباتون شادی تو دلاتون خداوند همراه لحظه هاتون سه شنبه ۲۳ بهمن ماهتون پر از شادی و آرامش,HAPPY, صبحتون قشنگ همراه موفقیت خیر برکت کارتون لبخند لباتون شادی دلاتون خداوند همراه لحظه هاتون سه شنبه بهمن ماهتون پر شادی آرامش,#صبحتون_قشنگ همراه با موفقیت خیر و برکت در کارتون لبخند رو لباتون شادی تو دلاتون خداوند همراه لحظه هاتون سه شنبه ۲۳ بهمن ماهتون پر از شادی و آرامش
_جالبه #مسیح_علینژاد رابطه نـامشروع خودش رو در 15_16سالگی که حــامله شد رو #آزادی میدونه!؟ امـا رابطه مشروع با رضایت خانواده و دو فرد زیر 18 سال رو ظلم و شرم آور میدونه!؟ _اینجاست که باید بگی (  ) لــدفن خفه شو!؟ #ما_آدمیم,ANGRY, جالبه مسیح علینژاد رابطه نـامشروع سالگی حــامله آزادی میدونه امـا رابطه مشروع رضایت خانواده فرد سال ظلم شرم آور میدونه اینجاست بگی لــدفن خفه آدمیم,_جالبه #مسیح_علینژاد رابطه نـامشروع خودش رو در 15_16سالگی که حــامله شد رو #آزادی میدونه!؟ امـا رابطه مشروع با رضایت خانواده و دو فرد زیر 18 سال رو ظلم و شرم آور میدونه!؟ _اینجاست که باید بگی (  ) لــدفن خفه شو!؟ #ما_آدمیم
استقلالها مجددا نسبت به جانبداری فدراسیون فدتبال از تیم #پرسپولیس اعتراض خودشون رو اعلام کردند، گویا اینبار استقلالیها میگن چرا پرسپولیس در بازی مقابل پیکان ، دروازهبان هم داشته. قرار شده فدراسیون بررسی کنه تا رادوشویچ در فیفادی بعدی محروم باشه,OTHER, استقلالها مجددا نسبت جانبداری فدراسیون فدتبال تیم پرسپولیس اعتراض خودشون گویا اینبار استقلالیها میگن پرسپولیس بازی پیکان دروازهبان قرار فدراسیون بررسی کنه رادوشویچ فیفادی بعدی محروم,استقلالها مجددا نسبت به جانبداری فدراسیون فدتبال از تیم #پرسپولیس اعتراض خودشون رو اعلام کردند، گویا اینبار استقلالیها میگن چرا پرسپولیس در بازی مقابل پیکان ، دروازهبان هم داشته. قرار شده فدراسیون بررسی کنه تا رادوشویچ در فیفادی بعدی محروم باشه
پدرومادر عزیزم امیدوارم که همیشه سلامت شادوپراز ارامش  و دراسایش ببینمتون ولذتتون روببرم وهی خداروشکرکنم وقربون صدقتون برم البته تودلم چون خجالت میکشم بروز بدم متاسفانه عاشقتونم خداروهزاران بارشکرکه هستین که رابطه ی خوب وپراز عشق ودوستانه ای باهم داریم خدای عزیزم ششششششششکرت عاشقتم❤️❤️❤️,HAPPY, پدرومادر عزیزم امیدوارم سلامت شادوپراز ارامش دراسایش ببینمتون ولذتتون روببرم وهی خداروشکرکنم وقربون صدقتون برم تودلم خجالت میکشم بدم متاسفانه عاشقتونم خداروهزاران بارشکرکه هستین رابطه خوب وپراز عشق ودوستانه باهم خدای عزیزم شکرت عاشقتم,پدرومادر عزیزم امیدوارم که همیشه سلامت شادوپراز ارامش  و دراسایش ببینمتون ولذتتون روببرم وهی خداروشکرکنم وقربون صدقتون برم البته تودلم چون خجالت میکشم بروز بدم متاسفانه عاشقتونم خداروهزاران بارشکرکه هستین که رابطه ی خوب وپراز عشق ودوستانه ای باهم داریم خدای عزیزم ششششششششکرت عاشقتم❤️❤️❤️
 شما شناسنامه بچه یه روزه روبیار بهت کارت بدم,OTHER, شناسنامه بچه روزه روبیار بهت کارت بدم, شما شناسنامه بچه یه روزه روبیار بهت کارت بدم
"#ناپدید شدن #ملی_پوش #بوکس ایران در فرودگاه #اتریش در حالی که مسئولان #فدراسیون از طریق #سفارت ایران در اتریش در تلاش برای یافتن ""#مبین_کهرازه"" هستند، اما شنیده می شود وی به تازه ترین #پناهنده ورزشی #ایران تبدیل شده است.",OTHER, ناپدید ملی پوش بوکس ایران فرودگاه اتریش حالی مسیولان فدراسیون سفارت ایران اتریش تلاش مبین کهرازه شنیده ترین پناهنده ورزشی ایران تبدیل,"#ناپدید شدن #ملی_پوش #بوکس ایران در فرودگاه #اتریش در حالی که مسئولان #فدراسیون از طریق #سفارت ایران در اتریش در تلاش برای یافتن ""#مبین_کهرازه"" هستند، اما شنیده می شود وی به تازه ترین #پناهنده ورزشی #ایران تبدیل شده است."
"در شلوغی اتفاقات این چند روز، تحصن و اعتراض آقای فردین فرمند، نماینده محترم مردم عزیز آذربایجان شرقی، نسبت به ""گرانی و مشکلات اقتصادی"" ستودنی بود یاشاسین آذربایجان",HAPPY, شلوغی اتفاقات تحصن اعتراض آقای فردین فرمند نماینده محترم عزیز آذربایجان شرقی نسبت گرانی مشکلات اقتصادی ستودنی یاشاسین آذربایجان,"در شلوغی اتفاقات این چند روز، تحصن و اعتراض آقای فردین فرمند، نماینده محترم مردم عزیز آذربایجان شرقی، نسبت به ""گرانی و مشکلات اقتصادی"" ستودنی بود یاشاسین آذربایجان"
روحش شاد یادش برای همیشه گرامی …,SAD, روحش شاد یادش گرامی,روحش شاد یادش برای همیشه گرامی …
سلام من خودم طلا فروشم  بسیار خوب  بود متشکر از دیجی کالا  من سفارش داشتم تا بدم بسازن اماده بود  و زیبا,HAPPY, سلام خودم طلا فروشم خوب متشکر دیجی کالا سفارش بدم بسازن اماده زیبا,سلام من خودم طلا فروشم  بسیار خوب  بود متشکر از دیجی کالا  من سفارش داشتم تا بدم بسازن اماده بود  و زیبا
از علائم سندروم 30 سالگی. اگر شرایط خاورمیانه رو از صورت مساله پاک کنیم، 27 سالگی تازه شروع زندگیه. یعنی من می تونم قول بدم به همه 27 ساله های تایملاین که وقتی ده سال دیگه برگردن و به عقب نگاه کنن، می فهمن گه تا قبل 27 سالگی، کودکی بیشتر نبودن …,OTHER, علایم سندروم سالگی شرایط خاورمیانه مساله پاک سالگی شروع زندگیه تونم قول بدم ساله تایملاین سال برگردن عقب کنن فهمن گه سالگی کودکی نبودن,از علائم سندروم 30 سالگی. اگر شرایط خاورمیانه رو از صورت مساله پاک کنیم، 27 سالگی تازه شروع زندگیه. یعنی من می تونم قول بدم به همه 27 ساله های تایملاین که وقتی ده سال دیگه برگردن و به عقب نگاه کنن، می فهمن گه تا قبل 27 سالگی، کودکی بیشتر نبودن …
همیشه اعصابم خورد میشه وقتی به راه حل وضعیت الان ایران فک میکنم و چیزی پیدا نمیکنم! امروز سرچ کردم ببینم چیزی پیدا میشه یا نه! به عنوان مثال:  … یکی از مواردی که اشاره کرده، شرکت در انتخاباته! حتی انتخاباتی که توش ممکنه دستبرده بشه یا نتیجهش بیتاثیره!,ANGRY, اعصابم خورد حل وضعیت ایران فک نمیکنم سرچ ببینم مثال مواردی اشاره شرکت انتخاباته انتخاباتی توش ممکنه دستبرده بشه نتیجهش بیتاثیره,همیشه اعصابم خورد میشه وقتی به راه حل وضعیت الان ایران فک میکنم و چیزی پیدا نمیکنم! امروز سرچ کردم ببینم چیزی پیدا میشه یا نه! به عنوان مثال:  … یکی از مواردی که اشاره کرده، شرکت در انتخاباته! حتی انتخاباتی که توش ممکنه دستبرده بشه یا نتیجهش بیتاثیره!
 سوالتو بپرس تا من جوابتو بدم,OTHER, سوالتو بپرس جوابتو بدم, سوالتو بپرس تا من جوابتو بدم
…شب رسیدم خونه، برش داشتم، ۹۶ صفحهی پر نوشته بود. شروع کردم به خوندن، از همون چند صفحهی اول فهمیدم بحث سر چیه. تموم شد، عصبانی بودم، مجبور شده بودم تمام خشم و انزجار و نفرت سالیان درازو باز مرور کنم…,ANGRY, شب رسیدم خونه برش صفحهی پر نوشته شروع خوندن همون صفحهی فهمیدم بحث چیه تموم عصبانی بودم مجبور بودم خشم انزجار نفرت سالیان درازو باز مرور,…شب رسیدم خونه، برش داشتم، ۹۶ صفحهی پر نوشته بود. شروع کردم به خوندن، از همون چند صفحهی اول فهمیدم بحث سر چیه. تموم شد، عصبانی بودم، مجبور شده بودم تمام خشم و انزجار و نفرت سالیان درازو باز مرور کنم…
3.منتزع از شرایطِ وقوع آن ( همچون عدمِ ترسیم نسبیِ جامعه مدنی) به کار می برد.این امر و انتقاد جدی ای که امروزه به خود مفهوم دموکراسی (به عنوانِ اهرمِ تصفیه شده ی نئولیبرالیسم) وجود دارد و بسیاری نکات ریز و درشتِ دیگر شرایط را بی نهایت از حیث تحلیل بغرنج می نماید. /,OTHER, منتزع شرایطِ وقوع عدمِ ترسیم نسبیِ جامعه مدنی کار برد امر انتقاد جدی امروزه مفهوم دموکراسی اهرمِ تصفیه نیولیبرالیسم نکات ریز درشتِ شرایط نهایت حیث تحلیل بغرنج نماید,3.منتزع از شرایطِ وقوع آن ( همچون عدمِ ترسیم نسبیِ جامعه مدنی) به کار می برد.این امر و انتقاد جدی ای که امروزه به خود مفهوم دموکراسی (به عنوانِ اهرمِ تصفیه شده ی نئولیبرالیسم) وجود دارد و بسیاری نکات ریز و درشتِ دیگر شرایط را بی نهایت از حیث تحلیل بغرنج می نماید. /
اصولگراها و اصلاحطلبها انقدر هیجان زده شدند که توجه نکردند در نامهاحمدینژاد، تشکیک و توهم تقلب در آرا درکار نیست؛ بلکه محدودکردن انتخاب مردم مورد انتقاد بوده؛ از عدم مشارکت و آرای سفید حدود۱۵% سال۸۸ رسیدهایم به حدود۳۰% سال۹۲و۹۶ و سایر مردم هم مجبورند بین بدو بدتر انتخاب کنند,OTHER, اصولگراها اصلاحطلبها انقدر هیجان توجه نکردند نامهاحمدینژاد تشکیک توهم تقلب آرا درکار نیست؛ محدودکردن انتخاب انتقاد بوده؛ مشارکت آرای سفید حدود سال رسیدهایم حدود سال مجبورند بدو بدتر انتخاب,اصولگراها و اصلاحطلبها انقدر هیجان زده شدند که توجه نکردند در نامهاحمدینژاد، تشکیک و توهم تقلب در آرا درکار نیست؛ بلکه محدودکردن انتخاب مردم مورد انتقاد بوده؛ از عدم مشارکت و آرای سفید حدود۱۵% سال۸۸ رسیدهایم به حدود۳۰% سال۹۲و۹۶ و سایر مردم هم مجبورند بین بدو بدتر انتخاب کنند
درود بر ایرانیان اشرف نشان و هموطنان شریف و آزاده که با همت والاشون و شاهکاری که در ورشو خلق کردند حشمت خان رو هم سر شوق آوردند و مجیور کردند که با هنرنمایی خودش از زحمات اونها تشکر کنه . #FreeIranWithMaryamRajavi #IStandWithMaryamRajavi #WarsawSummit …,HAPPY, درود ایرانیان اشرف هموطنان شریف آزاده همت والاشون شاهکاری ورشو خلق حشمت خان شوق مجیور هنرنمایی زحمات اونها تشکر کنه,درود بر ایرانیان اشرف نشان و هموطنان شریف و آزاده که با همت والاشون و شاهکاری که در ورشو خلق کردند حشمت خان رو هم سر شوق آوردند و مجیور کردند که با هنرنمایی خودش از زحمات اونها تشکر کنه . #FreeIranWithMaryamRajavi #IStandWithMaryamRajavi #WarsawSummit …
اول از آزادی حجاب شروع میشه بعد آزادی در دین بعد استقلال و آزادی زنان که نصف جمعیت رو تشکیل میدن بعد ارتقاء آگاهی جامعه... و بعدش هم آزادی در انتخاب حکومت و مسئولین بر اساس شایستگی... آفرین به #دختران_انقلاب,HAPPY, آزادی حجاب شروع آزادی دین استقلال آزادی زنان نصف جمعیت تشکیل میدن ارتقاء آگاهی جامعه بعدش آزادی انتخاب حکومت مسیولین اساس شایستگی آفرین دختران انقلاب,اول از آزادی حجاب شروع میشه بعد آزادی در دین بعد استقلال و آزادی زنان که نصف جمعیت رو تشکیل میدن بعد ارتقاء آگاهی جامعه... و بعدش هم آزادی در انتخاب حکومت و مسئولین بر اساس شایستگی... آفرین به #دختران_انقلاب
#هفتم_آبان همراه خونواده بدون شعار، خشونت بیاین توی خیابون. هیچ کاری قرار نیست بکنیم فقط قول بدیم #در_خانه_نمیمانیم! اگر اینکار رو کردیم اونوقت حق داریم به #رضا_پهلوی و هر کسی غر بزنیم که چه و چه! ولی اگر حتی اینکارم نمی کنین، بهتره سکوت کنید و لااقل با سکوت کردنتان کمک کنید!,OTHER, هفتم آبان همراه خونواده شعار خشونت بیاین توی خیابون کاری قرار قول بدیم خانه نمیمانیم اینکار اونوقت رضا پهلوی غر بزنیم اینکارم کنین بهتره سکوت لااقل سکوت کردنتان کمک,#هفتم_آبان همراه خونواده بدون شعار، خشونت بیاین توی خیابون. هیچ کاری قرار نیست بکنیم فقط قول بدیم #در_خانه_نمیمانیم! اگر اینکار رو کردیم اونوقت حق داریم به #رضا_پهلوی و هر کسی غر بزنیم که چه و چه! ولی اگر حتی اینکارم نمی کنین، بهتره سکوت کنید و لااقل با سکوت کردنتان کمک کنید!
واقعا مجبورین اینجوری تولد تبریک بگین؟!!,SURPRISE, واقعا مجبورین اینجوری تولد تبریک بگین,واقعا مجبورین اینجوری تولد تبریک بگین؟!!
خب یه مرور کنیم: شازده یه فرجگرد داره، فرجگرد یه منشور داره که توش گفته سلبریتی هارو بایکوت کنین. بعدش یه شبکه داره، که اونجا سلبریتی نیوز داره و به مردم میگه پاپاراتزی بشین. از اون یکی طرف خود شازده ثانیه ای برای تبریک کوچکترین شیرین کاری تیم ملی هدر نمیده. کسخل گیرمون اوردین؟,ANGRY, مرور شازده فرجگرد فرجگرد منشور توش سلبریتی هارو بایکوت کنین بعدش شبکه اونجا سلبریتی نیوز میگه پاپاراتزی بشین شازده ثانیه تبریک کوچکترین شیرین کاری تیم ملی هدر نمیده کسخل گیرمون اوردین,خب یه مرور کنیم: شازده یه فرجگرد داره، فرجگرد یه منشور داره که توش گفته سلبریتی هارو بایکوت کنین. بعدش یه شبکه داره، که اونجا سلبریتی نیوز داره و به مردم میگه پاپاراتزی بشین. از اون یکی طرف خود شازده ثانیه ای برای تبریک کوچکترین شیرین کاری تیم ملی هدر نمیده. کسخل گیرمون اوردین؟
ده مین سالگرد تاسیسBBCرو خدمت رهبرمعظم انقلاب آخوندای مفتخور وشارلاتان اعم از اصلاحطلب و اصولگرا،برادران دالتون آقازاده های انگل،چپول های بی شخصیت علی الخصوص فرخ نگهدار وعلیز،بهنود، وقیح الله مهاجرانی و امت غیور درصحنه و سایر عوامل پشت صحنه تبریک وتهنیت عرض میکنم,ANGRY, مین سالگرد تاسیسرو خدمت رهبرمعظم انقلاب آخوندای مفتخور وشارلاتان اعم اصلاحطلب اصولگرا برادران دالتون آقازاده انگل چپول شخصیت علی الخصوص فرخ نگهدار وعلیز بهنود وقیح الله مهاجرانی امت غیور درصحنه عوامل پشت صحنه تبریک وتهنیت عرض,ده مین سالگرد تاسیسBBCرو خدمت رهبرمعظم انقلاب آخوندای مفتخور وشارلاتان اعم از اصلاحطلب و اصولگرا،برادران دالتون آقازاده های انگل،چپول های بی شخصیت علی الخصوص فرخ نگهدار وعلیز،بهنود، وقیح الله مهاجرانی و امت غیور درصحنه و سایر عوامل پشت صحنه تبریک وتهنیت عرض میکنم
لطفا بیاین و به من بگین آیا شما هم همش میترسین نکنه برای عزیزانتون اتفاقی بی افته? آیا با ترس و لرز اخبار میخونین? بیاین و به من بگین چه طوری مدیریت میکنین اين ترس و استرس رو,FEAR, لطفا بیاین بگین همش میترسین نکنه عزیزانتون اتفاقی افته ترس لرز اخبار میخونین بیاین بگین طوری مدیریت میکنین ترس استرس,لطفا بیاین و به من بگین آیا شما هم همش میترسین نکنه برای عزیزانتون اتفاقی بی افته? آیا با ترس و لرز اخبار میخونین? بیاین و به من بگین چه طوری مدیریت میکنین اين ترس و استرس رو
